ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60614,34,08/16/2020,08/22/2020,45,909,63,1274.8,1963,21119,2753,29616.6,0.0,0.0,1,71,1.4,99.6,71308,60614-2020-34,POINT (-87.652064 41.922605)
60614,36,08/30/2020,09/05/2020,55,1029,77,1443,1862,24964,2611,35008.7,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-36,POINT (-87.652064 41.922605)
60608,52,12/20/2020,12/26/2020,121,6297,153,7950.3,2314,66010,2922,83340.7,0.1,0.1,2,116,2.5,146.5,79205,60608-2020-52,POINT (-87.670366 41.849879)
60608,53,12/27/2020,01/02/2021,191,6488,241,8191.4,1955,67965,2468,85809,0.1,0.1,6,122,7.6,154.0,79205,60608-2020-53,POINT (-87.670366 41.849879)
60608,1,01/03/2021,01/09/2021,199,6687,251,8442.6,2491,70456,3145,88954,0.1,0.1,3,125,3.8,157.8,79205,60608-2021-1,POINT (-87.670366 41.849879)
60608,10,03/07/2021,03/13/2021,37,7457,47,9414.8,2027,89088,2559,112477.7,0.0,0.1,0,138,0.0,174.2,79205,60608-2021-10,POINT (-87.670366 41.849879)
60609,14,03/29/2020,04/04/2020,52,112,85,182.1,151,342,246,556.1,0.3,0.3,3,3,4.9,4.9,61495,60609-2020-14,POINT (-87.653382 41.812017)
60608,11,03/14/2021,03/20/2021,51,7508,64,9479.2,1994,91082,2518,114995.3,0.0,0.1,0,138,0.0,174.2,79205,60608-2021-11,POINT (-87.670366 41.849879)
60609,15,04/05/2020,04/11/2020,77,189,125,307.3,199,541,324,879.7,0.3,0.3,2,5,3.3,8.1,61495,60609-2020-15,POINT (-87.653382 41.812017)
60609,16,04/12/2020,04/18/2020,151,340,246,552.9,327,868,532,1411.5,0.4,0.3,5,10,8.1,16.3,61495,60609-2020-16,POINT (-87.653382 41.812017)
60608,12,03/21/2021,03/27/2021,77,7585,97,9576.4,1970,93052,2487,117482.5,0.0,0.1,0,138,0.0,174.2,79205,60608-2021-12,POINT (-87.670366 41.849879)
60608,13,03/28/2021,04/03/2021,83,7668,105,9681.2,2133,95185,2693,120175.5,0.0,0.1,0,138,0.0,174.2,79205,60608-2021-13,POINT (-87.670366 41.849879)
60608,14,04/04/2021,04/10/2021,74,7742,93,9774.6,2356,97541,2975,123150.1,0.0,0.1,0,138,0.0,174.2,79205,60608-2021-14,POINT (-87.670366 41.849879)
60608,15,04/11/2021,04/17/2021,104,7846,131,9905.9,2382,99923,3007,126157.4,0.0,0.1,0,138,0.0,174.2,79205,60608-2021-15,POINT (-87.670366 41.849879)
60608,16,04/18/2021,04/24/2021,71,7917,90,9995.6,2305,102228,2910,129067.6,0.0,0.1,0,138,0.0,174.2,79205,60608-2021-16,POINT (-87.670366 41.849879)
60608,17,04/25/2021,05/01/2021,84,8001,106,10101.6,2421,104649,3057,132124.2,0.0,0.1,1,139,1.3,175.5,79205,60608-2021-17,POINT (-87.670366 41.849879)
60608,20,05/16/2021,05/22/2021,36,8118,46,10249.4,1792,110652,2262,139703.3,0.0,0.1,1,141,1.3,178.0,79205,60608-2021-20,POINT (-87.670366 41.849879)
60614,19,05/09/2021,05/15/2021,17,5901,24,8275.4,2182,143942,3060,201859.5,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-19,POINT (-87.652064 41.922605)
60619,9,02/28/2021,03/06/2021,24,3877,39,6329,1215,55905,1983,91261.5,0.0,0.1,1,117,1.6,191.0,61258,60619-2021-9,POINT (-87.60569 41.744737)
60620,23,05/31/2020,06/06/2020,37,1100,54,1615.4,608,6923,893,10166.5,0.1,0.2,1,66,1.5,96.9,68096,60620-2020-23,POINT (-87.651656 41.740873)
60620,32,08/02/2020,08/08/2020,62,1486,91,2182.2,952,14942,1398,21942.6,0.1,0.1,0,71,0.0,104.3,68096,60620-2020-32,POINT (-87.651656 41.740873)
60620,23,06/06/2021,06/12/2021,11,5728,16,8411.7,1363,91333,2002,134123.9,0.0,0.1,1,161,1.5,236.4,68096,60620-2021-23,POINT (-87.651656 41.740873)
60621,12,03/21/2021,03/27/2021,27,2060,93,7093.2,628,26050,2162,89697.7,0.0,0.1,0,79,0.0,272.0,29042,60621-2021-12,POINT (-87.638812 41.776931)
60621,19,05/09/2021,05/15/2021,31,2358,107,8119.3,764,31293,2631,107750.8,0.0,0.1,0,85,0.0,292.7,29042,60621-2021-19,POINT (-87.638812 41.776931)
60621,21,05/23/2021,05/29/2021,18,2410,62,8298.3,741,32787,2552,112895.1,0.0,0.1,1,86,3.4,296.1,29042,60621-2021-21,POINT (-87.638812 41.776931)
60601,12,03/21/2021,03/27/2021,29,994,198,6773.4,616,23040,4198,157001.7,0.1,0.0,0,11,0.0,75.0,14675,60601-2021-12,POINT (-87.622844 41.886262)
60609,17,04/19/2020,04/25/2020,218,558,354,907.4,531,1399,864,2275,0.4,0.4,8,18,13.0,29.3,61495,60609-2020-17,POINT (-87.653382 41.812017)
60609,18,04/26/2020,05/02/2020,303,861,493,1400.1,662,2061,1076,3351.5,0.4,0.4,6,24,9.8,39.0,61495,60609-2020-18,POINT (-87.653382 41.812017)
60609,19,05/03/2020,05/09/2020,217,1078,353,1753,676,2737,1099,4450.8,0.3,0.4,8,32,13.0,52.0,61495,60609-2020-19,POINT (-87.653382 41.812017)
60608,4,01/24/2021,01/30/2021,122,7159,154,9038.6,2154,77189,2720,97454.7,0.1,0.1,2,129,2.5,162.9,79205,60608-2021-4,POINT (-87.670366 41.849879)
60609,20,05/10/2020,05/16/2020,244,1322,397,2149.8,1009,3746,1641,6091.6,0.3,0.3,11,43,17.9,69.9,61495,60609-2020-20,POINT (-87.653382 41.812017)
60609,21,05/17/2020,05/23/2020,229,1551,372,2522.2,1024,4770,1665,7756.7,0.2,0.3,7,50,11.4,81.3,61495,60609-2020-21,POINT (-87.653382 41.812017)
60609,28,07/05/2020,07/11/2020,50,1947,81,3166.1,809,10482,1316,17045.3,0.1,0.2,3,76,4.9,123.6,61495,60609-2020-28,POINT (-87.653382 41.812017)
60609,29,07/12/2020,07/18/2020,49,1996,80,3245.8,1094,11576,1779,18824.3,0.0,0.2,1,77,1.6,125.2,61495,60609-2020-29,POINT (-87.653382 41.812017)
60609,30,07/19/2020,07/25/2020,43,2039,70,3315.7,1040,12616,1691,20515.5,0.1,0.2,0,77,0.0,125.2,61495,60609-2020-30,POINT (-87.653382 41.812017)
60609,31,07/26/2020,08/01/2020,66,2105,107,3423,1025,13641,1667,22182.3,0.1,0.2,0,77,0.0,125.2,61495,60609-2020-31,POINT (-87.653382 41.812017)
60609,32,08/02/2020,08/08/2020,53,2158,86,3509.2,997,14638,1621,23803.6,0.1,0.2,0,77,0.0,125.2,61495,60609-2020-32,POINT (-87.653382 41.812017)
60609,33,08/09/2020,08/15/2020,56,2214,91,3600.3,1343,15981,2184,25987.5,0.1,0.1,1,78,1.6,126.8,61495,60609-2020-33,POINT (-87.653382 41.812017)
60609,34,08/16/2020,08/22/2020,79,2293,128,3728.8,1384,17365,2251,28238.1,0.1,0.1,1,79,1.6,128.5,61495,60609-2020-34,POINT (-87.653382 41.812017)
60621,22,05/30/2021,06/05/2021,5,2415,17,8315.5,598,33385,2059,114954.2,0.0,0.1,0,86,0.0,296.1,29042,60621-2021-22,POINT (-87.638812 41.776931)
60621,23,06/06/2021,06/12/2021,1,2416,3,8319,681,34066,2345,117299.1,0.0,0.1,0,86,0.0,296.1,29042,60621-2021-23,POINT (-87.638812 41.776931)
60621,4,01/24/2021,01/30/2021,30,1926,103,6631.8,621,21386,2138,73638.2,0.1,0.1,3,73,10.3,251.4,29042,60621-2021-4,POINT (-87.638812 41.776931)
60622,48,11/22/2020,11/28/2020,175,2860,332,5417.4,2761,50065,5230,94832.6,0.1,0.1,2,61,3.8,115.5,52793,60622-2020-48,POINT (-87.681818 41.902762)
60622,49,11/29/2020,12/05/2020,233,3093,441,5858.7,2834,52899,5368,100200.8,0.1,0.1,3,64,5.7,121.2,52793,60622-2020-49,POINT (-87.681818 41.902762)
60622,50,12/06/2020,12/12/2020,203,3296,384,6243.3,2505,55404,4745,104945.7,0.1,0.1,2,66,3.8,125.0,52793,60622-2020-50,POINT (-87.681818 41.902762)
60622,51,12/13/2020,12/19/2020,144,3440,273,6516,3088,58492,5849,110795,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-51,POINT (-87.681818 41.902762)
60614,11,03/14/2021,03/20/2021,133,5102,186,7154.9,3482,121347,4883,170173.1,0.0,0.0,0,90,0.0,126.2,71308,60614-2021-11,POINT (-87.652064 41.922605)
60622,53,12/27/2020,01/02/2021,189,3754,358,7110.8,2180,63188,4129,119690.1,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-53,POINT (-87.681818 41.902762)
60622,1,01/03/2021,01/09/2021,201,3955,381,7491.5,2585,65773,4896,124586.6,0.1,0.1,2,68,3.8,128.8,52793,60622-2021-1,POINT (-87.681818 41.902762)
60622,10,03/07/2021,03/13/2021,53,4577,100,8669.7,1834,83822,3474,158774.8,0.0,0.1,0,75,0.0,142.1,52793,60622-2021-10,POINT (-87.681818 41.902762)
60622,11,03/14/2021,03/20/2021,74,4651,140,8809.9,2067,85889,3915,162690.1,0.0,0.1,0,75,0.0,142.1,52793,60622-2021-11,POINT (-87.681818 41.902762)
60622,12,03/21/2021,03/27/2021,108,4759,205,9014.5,2074,87963,3929,166618.7,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-12,POINT (-87.681818 41.902762)
60622,13,03/28/2021,04/03/2021,117,4876,222,9236.1,2191,90154,4150,170768.9,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-13,POINT (-87.681818 41.902762)
60622,14,04/04/2021,04/10/2021,98,4974,186,9421.7,1997,92151,3783,174551.6,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-14,POINT (-87.681818 41.902762)
60622,15,04/11/2021,04/17/2021,75,5049,142,9563.8,1954,94105,3701,178252.8,0.0,0.1,1,76,1.9,144.0,52793,60622-2021-15,POINT (-87.681818 41.902762)
60622,23,06/06/2021,06/12/2021,11,5252,21,9948.3,1126,105583,2133,199994.3,0.0,0.1,0,79,0.0,149.6,52793,60622-2021-23,POINT (-87.681818 41.902762)
60623,32,08/02/2020,08/08/2020,65,3898,76,4533.7,1082,19120,1258,22238,0.1,0.2,0,155,0.0,180.3,85979,60623-2020-32,POINT (-87.717446 41.850321)
60623,33,08/09/2020,08/15/2020,79,3977,92,4625.5,1241,20361,1443,23681.4,0.1,0.2,1,156,1.2,181.4,85979,60623-2020-33,POINT (-87.717446 41.850321)
60623,35,08/23/2020,08/29/2020,109,4180,127,4861.7,1472,23200,1712,26983.3,0.1,0.2,0,157,0.0,182.6,85979,60623-2020-35,POINT (-87.717446 41.850321)
60623,48,11/22/2020,11/28/2020,392,7527,456,8754.5,2298,47634,2673,55401.9,0.2,0.2,10,196,11.6,228.0,85979,60623-2020-48,POINT (-87.717446 41.850321)
60623,49,11/29/2020,12/05/2020,468,7995,544,9298.8,3042,50676,3538,58940,0.2,0.2,8,204,9.3,237.3,85979,60623-2020-49,POINT (-87.717446 41.850321)
60623,50,12/06/2020,12/12/2020,395,8390,459,9758.2,2710,53386,3152,62091.9,0.2,0.2,7,211,8.1,245.4,85979,60623-2020-50,POINT (-87.717446 41.850321)
60623,51,12/13/2020,12/19/2020,333,8723,387,10145.5,2546,55932,2961,65053.1,0.2,0.2,3,214,3.5,248.9,85979,60623-2020-51,POINT (-87.717446 41.850321)
60623,19,05/09/2021,05/15/2021,78,11031,91,12829.9,2027,95598,2358,111187.6,0.0,0.1,1,253,1.2,294.3,85979,60623-2021-19,POINT (-87.717446 41.850321)
60623,2,01/10/2021,01/16/2021,199,9623,232,11192.3,2163,64386,2516,74885.7,0.1,0.2,2,228,2.3,265.2,85979,60623-2021-2,POINT (-87.717446 41.850321)
60623,23,06/06/2021,06/12/2021,13,11139,15,12955.5,2544,103236,2959,120071.2,0.0,0.1,1,259,1.2,301.2,85979,60623-2021-23,POINT (-87.717446 41.850321)
60624,20,05/10/2020,05/16/2020,73,669,202,1850.2,400,2399,1106,6634.8,0.2,0.3,1,20,2.8,55.3,36158,60624-2020-20,POINT (-87.722735 41.879417)
60624,21,05/17/2020,05/23/2020,107,776,296,2146.1,558,2957,1543,8178,0.2,0.2,2,22,5.5,60.8,36158,60624-2020-21,POINT (-87.722735 41.879417)
60624,22,05/24/2020,05/30/2020,55,831,152,2298.2,460,3417,1272,9450.2,0.1,0.2,2,24,5.5,66.4,36158,60624-2020-22,POINT (-87.722735 41.879417)
60624,23,05/31/2020,06/06/2020,25,856,69,2367.4,335,3752,926,10376.7,0.1,0.2,0,24,0.0,66.4,36158,60624-2020-23,POINT (-87.722735 41.879417)
60624,24,06/07/2020,06/13/2020,13,869,36,2403.3,418,4170,1156,11532.7,0.0,0.2,0,24,0.0,66.4,36158,60624-2020-24,POINT (-87.722735 41.879417)
60621,35,08/23/2020,08/29/2020,11,723,38,2489.5,324,8087,1116,27845.9,0.0,0.1,0,51,0.0,175.6,29042,60621-2020-35,POINT (-87.638812 41.776931)
60621,36,08/30/2020,09/05/2020,16,739,55,2544.6,388,8475,1336,29181.9,0.0,0.1,1,52,3.4,179.1,29042,60621-2020-36,POINT (-87.638812 41.776931)
60621,37,09/06/2020,09/12/2020,12,751,41,2585.9,391,8866,1346,30528.2,0.0,0.1,0,52,0.0,179.1,29042,60621-2020-37,POINT (-87.638812 41.776931)
60621,38,09/13/2020,09/19/2020,13,764,45,2630.7,450,9316,1550,32077.7,0.0,0.1,0,52,0.0,179.1,29042,60621-2020-38,POINT (-87.638812 41.776931)
60621,39,09/20/2020,09/26/2020,15,779,52,2682.3,422,9738,1453,33530.7,0.0,0.1,0,52,0.0,179.1,29042,60621-2020-39,POINT (-87.638812 41.776931)
60621,40,09/27/2020,10/03/2020,11,790,38,2720.2,399,10137,1374,34904.6,0.0,0.1,0,52,0.0,179.1,29042,60621-2020-40,POINT (-87.638812 41.776931)
60609,35,08/23/2020,08/29/2020,66,2359,107,3836.1,1219,18584,1982,30220.3,0.1,0.1,0,79,0.0,128.5,61495,60609-2020-35,POINT (-87.653382 41.812017)
60609,36,08/30/2020,09/05/2020,58,2417,94,3930.4,1096,19680,1782,32002.6,0.1,0.1,0,79,0.0,128.5,61495,60609-2020-36,POINT (-87.653382 41.812017)
60609,37,09/06/2020,09/12/2020,50,2467,81,4011.7,1103,20783,1794,33796.2,0.0,0.1,2,81,3.3,131.7,61495,60609-2020-37,POINT (-87.653382 41.812017)
60609,38,09/13/2020,09/19/2020,49,2516,80,4091.4,1273,22056,2070,35866.3,0.0,0.1,0,81,0.0,131.7,61495,60609-2020-38,POINT (-87.653382 41.812017)
60609,39,09/20/2020,09/26/2020,56,2572,91,4182.5,1115,23171,1813,37679.5,0.1,0.1,1,82,1.6,133.3,61495,60609-2020-39,POINT (-87.653382 41.812017)
60614,12,03/21/2021,03/27/2021,204,5306,286,7441,3125,124472,4382,174555.4,0.1,0.0,0,90,0.0,126.2,71308,60614-2021-12,POINT (-87.652064 41.922605)
60614,13,03/28/2021,04/03/2021,197,5503,276,7717.2,3781,128253,5302,179857.8,0.1,0.0,0,90,0.0,126.2,71308,60614-2021-13,POINT (-87.652064 41.922605)
60621,45,11/01/2020,11/07/2020,91,1025,313,3529.4,900,13063,3099,44979.7,0.1,0.1,0,53,0.0,182.5,29042,60621-2020-45,POINT (-87.638812 41.776931)
60621,46,11/08/2020,11/14/2020,120,1145,413,3942.6,844,13907,2906,47885.8,0.2,0.1,2,55,6.9,189.4,29042,60621-2020-46,POINT (-87.638812 41.776931)
60621,47,11/15/2020,11/21/2020,105,1250,362,4304.1,895,14802,3082,50967.6,0.1,0.1,0,55,0.0,189.4,29042,60621-2020-47,POINT (-87.638812 41.776931)
60624,25,06/14/2020,06/20/2020,23,892,64,2467,417,4587,1153,12686,0.1,0.2,3,27,8.3,74.7,36158,60624-2020-25,POINT (-87.722735 41.879417)
60624,26,06/21/2020,06/27/2020,22,914,61,2527.8,444,5031,1228,13913.9,0.1,0.2,1,28,2.8,77.4,36158,60624-2020-26,POINT (-87.722735 41.879417)
60624,27,06/28/2020,07/04/2020,27,941,75,2602.5,384,5415,1062,14975.9,0.1,0.2,0,28,0.0,77.4,36158,60624-2020-27,POINT (-87.722735 41.879417)
60624,28,07/05/2020,07/11/2020,31,972,86,2688.2,613,6028,1695,16671.3,0.1,0.2,0,28,0.0,77.4,36158,60624-2020-28,POINT (-87.722735 41.879417)
60624,29,07/12/2020,07/18/2020,23,995,64,2751.8,582,6610,1610,18280.9,0.0,0.1,0,28,0.0,77.4,36158,60624-2020-29,POINT (-87.722735 41.879417)
60624,18,05/02/2021,05/08/2021,70,3388,194,9370,1212,42910,3352,118673.6,0.1,0.1,1,76,2.8,210.2,36158,60624-2021-18,POINT (-87.722735 41.879417)
60624,20,05/16/2021,05/22/2021,26,3454,72,9552.5,1170,45228,3236,125084.4,0.0,0.1,1,79,2.8,218.5,36158,60624-2021-20,POINT (-87.722735 41.879417)
60624,21,05/23/2021,05/29/2021,28,3482,77,9630,1046,46274,2893,127977.2,0.0,0.1,1,80,2.8,221.3,36158,60624-2021-21,POINT (-87.722735 41.879417)
60624,23,06/06/2021,06/12/2021,5,3500,14,9679.7,3027,50593,8372,139922,0.0,0.1,2,83,5.5,229.5,36158,60624-2021-23,POINT (-87.722735 41.879417)
60624,4,01/24/2021,01/30/2021,30,2758,83,7627.6,949,28549,2625,78956.2,0.0,0.1,2,62,5.5,171.5,36158,60624-2021-4,POINT (-87.722735 41.879417)
60624,5,01/31/2021,02/06/2021,26,2784,72,7699.5,896,29445,2478,81434.3,0.0,0.1,3,65,8.3,179.8,36158,60624-2021-5,POINT (-87.722735 41.879417)
60625,13,03/22/2020,03/28/2020,27,52,34,65.6,148,244,187,307.9,0.1,0.1,0,1,0.0,1.3,79243,60625-2020-13,POINT (-87.701816 41.971155)
60601,13,03/28/2021,04/03/2021,20,1014,136,6909.7,861,23901,5867,162868.8,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-13,POINT (-87.622844 41.886262)
60601,14,04/04/2021,04/10/2021,17,1031,116,7025.6,800,24701,5451,168320.3,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-14,POINT (-87.622844 41.886262)
60601,15,04/11/2021,04/17/2021,17,1048,116,7141.4,723,25424,4927,173247,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-15,POINT (-87.622844 41.886262)
60601,16,04/18/2021,04/24/2021,17,1065,116,7257.2,830,26254,5656,178902.9,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-16,POINT (-87.622844 41.886262)
60601,17,04/25/2021,05/01/2021,12,1077,82,7339,854,27108,5819,184722.3,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-17,POINT (-87.622844 41.886262)
60609,40,09/27/2020,10/03/2020,69,2641,112,4294.7,1222,24393,1987,39666.6,0.1,0.1,0,82,0.0,133.3,61495,60609-2020-40,POINT (-87.653382 41.812017)
60609,41,10/04/2020,10/10/2020,70,2711,114,4408.5,1377,25770,2239,41905.8,0.1,0.1,1,83,1.6,135.0,61495,60609-2020-41,POINT (-87.653382 41.812017)
60609,44,10/25/2020,10/31/2020,245,3263,398,5306.1,2005,30964,3260,50352.1,0.1,0.1,1,86,1.6,139.8,61495,60609-2020-44,POINT (-87.653382 41.812017)
60609,53,12/27/2020,01/02/2021,173,5771,281,9384.5,1736,50603,2823,82288,0.1,0.1,1,116,1.6,188.6,61495,60609-2020-53,POINT (-87.653382 41.812017)
60609,1,01/03/2021,01/09/2021,193,5964,314,9698.3,2043,52646,3322,85610.2,0.1,0.1,2,118,3.3,191.9,61495,60609-2021-1,POINT (-87.653382 41.812017)
60609,10,03/07/2021,03/13/2021,21,6680,34,10862.7,1192,65848,1938,107078.6,0.0,0.1,4,137,6.5,222.8,61495,60609-2021-10,POINT (-87.653382 41.812017)
60609,11,03/14/2021,03/20/2021,42,6722,68,10931,1300,67148,2114,109192.6,0.0,0.1,1,138,1.6,224.4,61495,60609-2021-11,POINT (-87.653382 41.812017)
60609,12,03/21/2021,03/27/2021,53,6775,86,11017.2,1269,68417,2064,111256.2,0.0,0.1,1,139,1.6,226.0,61495,60609-2021-12,POINT (-87.653382 41.812017)
60609,13,03/28/2021,04/03/2021,72,6847,117,11134.2,1519,69936,2470,113726.3,0.1,0.1,1,140,1.6,227.7,61495,60609-2021-13,POINT (-87.653382 41.812017)
60609,14,04/04/2021,04/10/2021,87,6934,142,11275.7,1540,71476,2504,116230.6,0.1,0.1,0,140,0.0,227.7,61495,60609-2021-14,POINT (-87.653382 41.812017)
60625,14,03/29/2020,04/04/2020,62,114,78,143.9,181,425,228,536.3,0.3,0.2,2,3,2.5,3.8,79243,60625-2020-14,POINT (-87.701816 41.971155)
60601,18,05/02/2021,05/08/2021,4,1081,27,7366.3,780,27888,5315,190037.5,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-18,POINT (-87.622844 41.886262)
60601,19,05/09/2021,05/15/2021,11,1092,75,7441.2,578,28466,3939,193976.1,0.0,0.0,1,12,6.8,81.8,14675,60601-2021-19,POINT (-87.622844 41.886262)
60601,2,01/10/2021,01/16/2021,32,847,218,5771.7,643,16589,4382,113042.6,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-2,POINT (-87.622844 41.886262)
60601,3,01/17/2021,01/23/2021,18,865,123,5894.4,525,17114,3578,116620.1,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-3,POINT (-87.622844 41.886262)
60601,4,01/24/2021,01/30/2021,13,878,89,5983,552,17666,3762,120381.6,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-4,POINT (-87.622844 41.886262)
60601,5,01/31/2021,02/06/2021,13,891,89,6071.6,561,18227,3823,124204.4,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-5,POINT (-87.622844 41.886262)
60601,6,02/07/2021,02/13/2021,3,894,20,6092,621,18848,4232,128436.1,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-6,POINT (-87.622844 41.886262)
60609,15,04/11/2021,04/17/2021,116,7050,189,11464.3,1630,73106,2651,118881.2,0.1,0.1,1,141,1.6,229.3,61495,60609-2021-15,POINT (-87.653382 41.812017)
60609,16,04/18/2021,04/24/2021,105,7155,171,11635.1,1745,74851,2838,121718.8,0.1,0.1,1,142,1.6,230.9,61495,60609-2021-16,POINT (-87.653382 41.812017)
60609,17,04/25/2021,05/01/2021,53,7208,86,11721.3,1476,76327,2400,124119,0.0,0.1,1,143,1.6,232.5,61495,60609-2021-17,POINT (-87.653382 41.812017)
60609,18,05/02/2021,05/08/2021,73,7281,119,11840,1448,77775,2355,126473.7,0.1,0.1,3,146,4.9,237.4,61495,60609-2021-18,POINT (-87.653382 41.812017)
60609,2,01/10/2021,01/16/2021,150,6114,244,9942.3,1960,54606,3187,88797.5,0.1,0.1,4,122,6.5,198.4,61495,60609-2021-2,POINT (-87.653382 41.812017)
60609,20,05/16/2021,05/22/2021,41,7359,67,11966.8,1269,80321,2064,130613.9,0.0,0.1,1,150,1.6,243.9,61495,60609-2021-20,POINT (-87.653382 41.812017)
60610,32,08/02/2020,08/08/2020,22,441,56,1130.2,774,9293,1984,23816.6,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-32,POINT (-87.63581 41.90455)
60625,33,08/09/2020,08/15/2020,51,1826,64,2304.3,1531,19861,1932,25063.4,0.0,0.1,2,106,2.5,133.8,79243,60625-2020-33,POINT (-87.701816 41.971155)
60625,34,08/16/2020,08/22/2020,90,1916,114,2417.9,1507,21368,1902,26965.2,0.1,0.1,1,107,1.3,135.0,79243,60625-2020-34,POINT (-87.701816 41.971155)
60625,35,08/23/2020,08/29/2020,73,1989,92,2510,1620,22988,2044,29009.5,0.0,0.1,1,108,1.3,136.3,79243,60625-2020-35,POINT (-87.701816 41.971155)
60609,3,01/17/2021,01/23/2021,142,6256,231,10173.2,1795,56401,2919,91716.4,0.1,0.1,2,124,3.3,201.6,61495,60609-2021-3,POINT (-87.653382 41.812017)
60609,4,01/24/2021,01/30/2021,104,6360,169,10342.3,1746,58147,2839,94555.7,0.1,0.1,3,127,4.9,206.5,61495,60609-2021-4,POINT (-87.653382 41.812017)
60609,5,01/31/2021,02/06/2021,83,6443,135,10477.3,1391,59538,2262,96817.6,0.1,0.1,4,131,6.5,213.0,61495,60609-2021-5,POINT (-87.653382 41.812017)
60609,6,02/07/2021,02/13/2021,71,6514,116,10592.7,1317,60855,2142,98959.3,0.1,0.1,1,132,1.6,214.7,61495,60609-2021-6,POINT (-87.653382 41.812017)
60609,8,02/21/2021,02/27/2021,47,6607,76,10744,1266,63255,2059,102862,0.0,0.1,1,133,1.6,216.3,61495,60609-2021-8,POINT (-87.653382 41.812017)
60609,9,02/28/2021,03/06/2021,52,6659,85,10828.5,1401,64656,2278,105140.3,0.0,0.1,0,133,0.0,216.3,61495,60609-2021-9,POINT (-87.653382 41.812017)
60625,15,04/05/2020,04/11/2020,117,231,148,291.5,273,698,344,880.8,0.4,0.3,2,5,2.5,6.3,79243,60625-2020-15,POINT (-87.701816 41.971155)
60625,16,04/12/2020,04/18/2020,111,342,140,431.6,364,1062,459,1340.2,0.3,0.3,8,13,10.1,16.4,79243,60625-2020-16,POINT (-87.701816 41.971155)
60625,17,04/19/2020,04/25/2020,169,511,213,644.9,479,1541,604,1944.7,0.3,0.3,12,25,15.1,31.5,79243,60625-2020-17,POINT (-87.701816 41.971155)
60625,20,05/10/2020,05/16/2020,158,1088,199,1373,826,3699,1042,4667.9,0.2,0.3,16,72,20.2,90.9,79243,60625-2020-20,POINT (-87.701816 41.971155)
60625,18,04/26/2020,05/02/2020,249,760,314,959.1,677,2218,854,2799,0.3,0.3,15,40,18.9,50.5,79243,60625-2020-18,POINT (-87.701816 41.971155)
60625,19,05/03/2020,05/09/2020,170,930,214,1173.6,655,2873,827,3625.6,0.2,0.3,16,56,20.2,70.7,79243,60625-2020-19,POINT (-87.701816 41.971155)
60625,43,10/18/2020,10/24/2020,156,2663,197,3360.5,2693,36896,3398,46560.6,0.1,0.1,2,117,2.5,147.6,79243,60625-2020-43,POINT (-87.701816 41.971155)
60625,44,10/25/2020,10/31/2020,252,2915,318,3678.6,2634,39530,3324,49884.5,0.1,0.1,1,118,1.3,148.9,79243,60625-2020-44,POINT (-87.701816 41.971155)
60625,45,11/01/2020,11/07/2020,329,3244,415,4093.7,3009,42539,3797,53681.7,0.1,0.1,0,118,0.0,148.9,79243,60625-2020-45,POINT (-87.701816 41.971155)
60625,21,05/23/2021,05/29/2021,20,7129,25,8996.4,1469,118256,1854,149232.1,0.0,0.1,0,192,0.0,242.3,79243,60625-2021-21,POINT (-87.701816 41.971155)
60625,22,05/30/2021,06/05/2021,10,7139,13,9009,1493,119749,1884,151116.2,0.0,0.1,2,194,2.5,244.8,79243,60625-2021-22,POINT (-87.701816 41.971155)
60626,24,06/07/2020,06/13/2020,29,1100,58,2211.9,1283,6238,2580,12543.7,0.1,0.2,6,107,12.1,215.2,49730,60626-2020-24,POINT (-87.669834 42.009469)
60626,25,06/14/2020,06/20/2020,15,1115,30,2242.1,1272,7510,2558,15101.5,0.0,0.1,6,113,12.1,227.2,49730,60626-2020-25,POINT (-87.669834 42.009469)
60610,10,03/07/2021,03/13/2021,52,3004,133,7698.8,1622,57867,4157,148304.7,0.0,0.1,1,31,2.6,79.4,39019,60610-2021-10,POINT (-87.63581 41.90455)
